0,0.89,0.51
1,0.42,0.41
2,0.365,0.362
3,0.334,0.333
4,0.3119,0.3117
5,0.2936,0.2953
6,0.278,0.281
7,0.266,0.269
8,0.254,0.257
9,0.243,0.246
10,0.221,0.239
11,0.21,0.229
12,0.225,0.223
13,0.215,0.216
14,0.227,0.208
15,0.2208,0.201
16,0.214,0.196
17,0.1809,0.1876
18,0.1708,0.1777
19,0.175,0.172
20,0.1548,0.1541
21,0.159,0.1502
22,0.1553,0.1473
23,0.126,0.145
24,0.118,0.143
25,0.117,0.1407
26,0.136,0.138
27,0.115,0.137
28,0.107,0.136
29,0.107,0.134
30,,
